valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Popularidad,duration_s,numero_de_artista_muestra,artistslistmuestra,featm
0.35600000000000004,2013,0.22,['One Direction'],0.574,237933,0.329,0,2afCBiru10AFckfOa49wIa,0,1,0.0986,-6.829,1,You & I,78,2013-11-25,0.0274,130.993,Popular,237.933,1,,0
0.482,1975,0.828,['James Taylor'],0.434,165440,0.0951,0,14OZNbZZ2qCYoe9dZGCnmV,2.53e-4,4,0.0978,-17.68,1,Sarah Maria - 2019 Remaster,28,1975-05-01,0.0304,148.222,No Popular,165.44,1,,0
0.325,1976,0.936,['Wings'],0.258,115987,0.26,0,73DY21eGjLDG0B8SVzqenh,0.00265,5,0.72,-14.133,1,Yesterday - Live / Remastered,32,1976-12-10,0.0373,77.24,No Popular,115.987,1,,0
0.688,1980,0.72,['Larry Graham'],0.635,252400,0.47,0,7eYCfWI5g5QHfCZ27gny1E,4.45e-6,7,0.0838,-12.927,1,Stand Up and Shout About Love,32,1980,0.272,199.593,No Popular,252.4,1,,0
0.191,2004,5.0999999999999e-4,['TV On The Radio'],0.342,206987,0.588,0,1mS5iPeIAMITH5U1kcB4MO,0.276,8,0.103,-9.008,1,Staring at the Sun,42,2004-03-09,0.042,119.88,No Popular,206.987,1,,0
0.81,1977,0.298,['Eddie Money'],0.631,211000,0.782,0,6NUWX3YacFQQxuasQtdfww,0,4,0.103,-8.08,0,Baby Hold On,26,1977,0.0535,120.05,No Popular,211,1,,0
0.76,2003,0.0146,['Boyz II Men'],0.746,235320,0.852,0,4wDSLkTUIpRsn3UbCzW9wV,3.02e-5,2,0.26,-9.676,1,Motownphilly - Original Version,52,2003-10-07,0.0606,114.165,No Popular,235.32,1,,0
0.69,1982,0.109,['Janet Jackson'],0.8440000000000001,298107,0.595,0,2huqjk8DHIPRgkkrcWwtxW,3.2e-4,1,0.0758,-12.776,1,Young Love,21,1982-09-21,0.0731,124.15,No Popular,298.107,1,,0
0.7070000000000001,1964,0.232,['Dusty Springfield'],0.6829999999999999,176400,0.374,0,1UBcwKIAUHo7BYAvae6yeA,0,11,0.146,-10.084,1,Wishin' And Hopin',45,1964-06-26,0.0381,108.125,No Popular,176.4,1,,0
0.36,2013,0.382,['Bastille'],0.581,183333,0.732,0,2WwzQJt4hG7YC6x16ZTYFM,0.00254,0,0.385,-6.024,1,What Would You Do,54,2013-01-01,0.0417,89.994,No Popular,183.333,1,,0
0.213,1998,0.469,['DMX'],0.7170000000000001,152133,0.18600000000000003,1,4Vp7PokYymcoThbUoA8sQX,0,0,0.46,-20.016,0,Prayer - Skit,35,1998-05-01,0.939,102.082,No Popular,152.133,1,,0
0.268,2001,0.918,"['Edvard Grieg', 'Gothenburg Symphony Orchestra', 'Neeme Järvi']",0.233,180000,0.0637,0,2f0RHvSl1vVGsnT9oxOHsS,0.947,7,0.118,-22.57,1,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",40,2001-01-01,0.0373,135.338,No Popular,180,3,,1
0.953,1996,0.929,['TOOL'],0.484,56000,0.0136,0,56IPgOpV9w1suGl7Lu9qeZ,0.931,7,0.295,-26.645,0,Intermission,47,1996-09-17,0.0603,59.378,No Popular,56,1,,0
0.134,1981,0.596,['Rickie Lee Jones'],0.542,234667,0.201,0,4huud9OcOs2BLYNxSKorKk,0.00162,9,0.0776,-10.965,1,Pirates (So Long Lonely Avenue),20,1981-07-20,0.0371,121.923,No Popular,234.667,1,,0
0.8590000000000001,1937,0.616,['The 1937 Flood'],0.55,218955,0.281,0,0gSNZyFQDQh847QobtO9v2,0,7,0.573,-12.497,1,Basin Street Blues,0,1937,0.0462,124.375,No Popular,218.955,1,,0
0.754,1976,0.79,['John Hartford'],0.537,264240,0.5529999999999999,0,6S04XwYo7192oOwCNPdSI6,0.00584,1,0.125,-14.259,0,Joseph's Dream,27,1976,0.0658,174.39700000000005,No Popular,264.24,1,,0
0.963,2019,0.0949,"['bbno$', 'lentra']",0.919,129600,0.484,1,27uqXX6GcgnvzE2QzNaj4z,0,5,0.0969,-8.991,0,sriracha,64,2019-04-19,0.208,100.014,No Popular,129.6,2,,1
0.14,1956,0.6509999999999999,['Miles Davis Quartet'],0.629,369760,0.128,0,4aGwaTnpdI90cHPfgKV6jw,0,10,0.0944,-16.038,1,Blue Haze,36,1956,0.0591,71.179,No Popular,369.76,1,,0
0.354,1930,0.981,['Kostas Karipis'],0.469,251107,0.303,0,3Eb37hmrxfgw1puqxYQ5Oy,0.259,11,0.1,-13.144,0,Tampaxaniotikos,0,1930-01-01,0.062,108.144,No Popular,251.107,1,,0
0.255,2010,1.02e-5,['Sabaton'],0.201,223187,0.731,0,6fiHtKPnwTtuBq99GzqLcx,1.5e-4,7,0.0868,-5.686,0,Attero Dominatus,53,2010-09-24,0.0529,172.32,No Popular,223.187,1,,0
0.815,1976,0.879,['Deniece Williams'],0.551,169827,0.381,0,2pxXGWIT0l2JRLHFq6Csbi,0.0403,6,0.2,-11.62,1,Free - Single Version,24,1976-08-01,0.0372,90.502,No Popular,169.827,1,,0
0.96,1969,0.0255,"['Steve Cropper', 'Pop Staples', 'Albert King']",0.428,328693,0.451,0,69Wq6nta8JvHpIbOoUfcyw,0.141,3,0.0735,-17.557000000000002,1,What'd I Say,22,1969-01-01,0.0415,171.185,No Popular,328.693,3,,1
0.693,1997,0.0438,['Kirk Franklin'],0.8320000000000001,305800,0.918,0,27QTBSG6yn9Brmkvf4vPK6,6.08e-5,0,0.0685,-5.249,1,Stomp (Remix),39,1997,0.0825,105.777,No Popular,305.8,1,,0
0.146,2015,0.123,['K.A.A.N.'],0.7490000000000001,238054,0.649,1,4tGzyc35jXEYSVNaqNEKnS,0,8,0.371,-8.623,1,Concealed the Outro,56,2015-10-11,0.053,120.068,No Popular,238.054,1,,0
0.163,1995,0.333,['Luther Vandross'],0.5760000000000001,306867,0.404,0,5lPlakX2SJa6dOaMY8LiDj,0,9,0.16,-9.037,1,"Every Year, Every Christmas",46,1995-10-18,0.0288,134.918,No Popular,306.867,1,,0
0.5760000000000001,1958,0.215,['Ray Charles'],0.534,233960,0.33,0,4DuuGAKt3Bx7ULqdvo4KBt,1.27e-4,10,0.951,-18.035,1,"In a Little Spanish Town - Live at Newport Jazz Festival, Rhode Island, 7/5/1958",13,1958,0.315,145.778,No Popular,233.96,1,,0
0.797,1941,0.8390000000000001,['Peggy Lee'],0.75,120800,0.245,0,2ovLAGk9wVx2iSmwHra4Y8,9.11e-5,5,0.0785,-11.973,1,Let's Do It (Let's Fall In Love),10,1941,0.0436,137.091,No Popular,120.8,1,,0
0.624,1971,0.435,['The Ebonys'],0.514,375293,0.58,0,0Oy7q2lzIGmKbaqgbO1e6p,1.13e-4,8,0.359,-8.992,0,Life In The Country,22,1971,0.0262,82.03200000000002,No Popular,375.293,1,,0
0.336,2019,0.0696,['Juice WRLD'],0.782,131761,0.659,1,4dOmgE4ULbySxpeGObN8RL,0,1,0.168,-3.103,1,Syphilis,67,2019-03-08,0.248,148.03,No Popular,131.761,1,,0
0.16399999999999998,1941,0.925,['Renee Olstead'],0.415,277093,0.279,0,6E0Pire9dqArpXZNdqrk4G,1.91e-6,2,0.193,-8.762,1,Good Morning Heartache,6,1941,0.0672,174.61900000000003,No Popular,277.093,1,,0
0.6609999999999999,1934,0.989,['Jack Jackson & His Orchestra'],0.659,187893,0.0956,0,00RuTdbcWPRIvUO71qRS4Z,0.0821,0,0.31,-19.949,0,Because It's Love,0,1934,0.0623,117.341,No Popular,187.893,1,,0
0.708,1994,0.425,['Brigitte Bardot'],0.634,102667,0.73,0,7v3zsFlSU28kiv3sqRAPNl,0.0314,9,0.326,-9.869,0,Moi je joue,50,1994-01-01,0.0471,106.044,No Popular,102.667,1,,0
0.7140000000000001,1991,0.464,['Juan Torres'],0.472,146239,0.458,0,1CTWQpPUhy1hlqd1GGzO3O,0.943,5,0.0966,-9.426,1,La Bikina,41,1991-12-19,0.0472,184.145,No Popular,146.239,1,,0
0.184,1934,0.994,"['Frédéric Chopin', 'Alfred Cortot']",0.516,38000,0.00755999999999999,0,0uk2qqPNWrz6UbyVIvPoHq,0.8490000000000001,9,0.136,-28.794,1,"Chopin: 24 Preludes, Op. 28: No. 7 in A Major",3,1934,0.093,81.914,No Popular,38,2,,1
0.5489999999999999,1954,0.944,['Stonewall Jackson'],0.5479999999999999,148840,0.238,0,0G8XxzglRsRhJvUm5TPWpq,3.01e-5,4,0.184,-15.44,1,Life to Go,25,1954,0.0337,126.59,No Popular,148.84,1,,0
0.81,1965,0.8740000000000001,"['Kishore Kumar', 'Asha Bhosle']",0.563,319627,0.6729999999999999,0,5FO1zavDG1mokYqXAxc1Br,0,6,0.306,-6.269,0,Are Yaar Meri Tum Bhi Ho Ghazab,18,1965-12-03,0.0461,124.694,No Popular,319.627,2,,1
0.596,1981,0.0204,['Kim Carnes'],0.675,228000,0.649,0,0odIT9B9BvOCnXfS0e4lB5,0,5,0.0959,-10.271,1,Bette Davis Eyes,73,1981-01-01,0.0319,116.624,No Popular,228,1,,0
0.184,1985,0.00143,['The Smiths'],0.138,162573,0.961,0,1KmBbKdNCsMlpbbopYBvGH,0.0261,1,0.146,-5.4620000000000015,0,What She Said - 2011 Remaster,43,1985-02-11,0.121,166.56099999999995,No Popular,162.573,1,,0
0.35600000000000004,2010,0.0284,['Taylor Swift'],0.485,241813,0.7170000000000001,0,1P5QpwOgXJuoVTm3CWbnLY,5.63e-6,7,0.14,-4.54,1,Today Was A Fairytale - US Version,44,2010-01-01,0.0321,158.047,No Popular,241.813,1,,0
0.637,1935,0.984,['The Carter Family'],0.672,172600,0.235,0,2D21v1cI2VYNgi1hZzspll,1.26e-6,8,0.121,-10.615,1,I'm Thinking Tonight of My Blue Eyes,13,1935,0.0351,98.664,No Popular,172.6,1,,0
0.297,1997,0.629,['James Taylor'],0.762,282507,0.34600000000000003,0,5PbfvaBgQHwUI2NEilk9RN,1.26e-4,4,0.0971,-12.959,0,Line 'Em Up,42,1997-05-20,0.0344,119.968,No Popular,282.507,1,,0
0.516,1996,0.079,"['Lee ""Scratch"" Perry']",0.682,471827,0.726,0,6vX22fwRmM4bI0WpWtAvuJ,3.34e-4,0,0.386,-8.754,1,Disco Devil,43,1996-10-14,0.261,77.866,No Popular,471.827,1,,0
0.958,1996,0.0137,['Los Mismos'],0.735,233733,0.75,0,18rgiDDuq8VrXfRQH3F2Wc,0.00341,2,0.0729,-9.107,1,Ni Como Amigos,34,1996-01-01,0.0253,115.875,No Popular,233.733,1,,0
0.166,1972,0.611,['Stephen Stills'],0.579,180960,0.309,0,1CQblQBcu3ZLZyHIVAjhva,0.019,7,0.215,-13.204,1,Jesus Gave Love Away for Free,23,1972,0.0308,114.221,No Popular,180.96,1,,0
0.5429999999999999,1928,0.128,"[""Rumblin' Ruby""]",0.503,145542,0.483,0,6KWfdJ9kUfanRgRq8b21ZL,0.00428,9,0.174,-7.383999999999999,1,Waiting For A Train,0,1928,0.0262,104.724,No Popular,145.542,1,,0
0.156,1968,0.927,['The Moody Blues'],0.504,269440,0.136,0,7CXkpdMwQ0vqYGxMHcLwfv,0.935,0,0.112,-18.004,1,Visions Of Paradise - Instrumental Mix,19,1968-07-26,0.0381,119.767,No Popular,269.44,1,,0
0.961,1992,0.667,['Brenton Wood'],0.785,128547,0.7020000000000001,0,4ZpFsSsRdkSv0zqLREubUD,0,10,0.162,-4.757,0,Baby You Got It,40,1992-01-01,0.0369,108.639,No Popular,128.547,1,,0
0.698,1950,0.985,"['Ευαγγελία Μαρκοπούλου', 'Αθανάσιος Ευγενικός']",0.615,192587,0.379,0,0zJaWa6XDzj9dOEmwTLGYC,1.1e-4,9,0.326,-10.872,0,Ψεύτη ντουνιά,0,1950-01-01,0.0373,71.08800000000002,No Popular,192.587,2,,1
0.954,1979,0.645,['Ismael Rivera'],0.593,255480,0.645,0,1uXlpTtcVO9aBSzdKIv94S,0.0233,8,0.0978,-10.147,1,De Todas Maneras Rosas,30,1979-01-01,0.038,90.00299999999999,No Popular,255.48,1,,0
0.768,1956,0.992,"['Johann Sebastian Bach', 'Glenn Gould']",0.35,46093,0.236,0,3Ns6afHx5Br3FYmeIJoI8X,0.91,7,0.142,-26.063,1,"Goldberg Variations, BWV 988: Variation 18. Canone alla Sesta. a 1 Clav. - 1955 Version",8,1956,0.0521,89.095,No Popular,46.093,2,,1
0.762,1943,0.995,['Bhanumathi Ramakrishna'],0.482,155827,0.302,0,0IjGqq7KfQu2cZIPxERlws,0.8440000000000001,8,0.104,-15.345999999999998,0,Oogave Oogave Uyyala,0,1943-12-31,0.0705,128.343,No Popular,155.827,1,,0
0.491,1959,0.473,['Duke Ellington'],0.511,152507,0.42,0,0oIwoEvYjOPf43IbGCidDQ,4.16e-4,0,0.0621,-10.748,1,Happy Anatomy,15,1959,0.0421,96.767,No Popular,152.507,1,,0
0.434,1971,0.924,['George Jones'],0.444,173280,0.19,0,6ZFeOGjfksvqt5i1lT9Gp9,1.09e-4,1,0.17800000000000002,-14.079,1,Things Have Gone To Pieces,19,1971,0.0276,90.547,No Popular,173.28,1,,0
0.212,1957,0.991,['Jimmy Giuffre'],0.321,183200,0.00391,0,2FlUUqtkRXgk8JtDa4lxd0,0.622,6,0.118,-28.263,0,The Green Country (New England Mood),9,1957,0.0382,100.975,No Popular,183.2,1,,0
0.0377,1961,0.789,['Bill Evans Trio'],0.422,223960,0.0548,0,53oPVykRl7TkxIgWOW1q2W,0.943,2,0.111,-25.354,0,"Jade Visions - Live At The Village Vanguard, 1961 / Take 2",16,1961,0.0317,97.611,No Popular,223.96,1,,0
0.528,1931,0.985,['Umm Kulthum'],0.336,465800,0.181,0,1kAiOMBSluyDHbMiXff9MH,5.76e-6,1,0.353,-15.817,0,Hosn Tabaa Elly Fatany,0,1931-01-01,0.0495,76.57600000000002,No Popular,465.8,1,,0
0.35200000000000004,1999,0.131,['LFO'],0.688,247600,0.716,0,4DJwdQDai9DLYBL9TNrEDo,0,4,0.134,-4.001,0,Girl On TV,50,1999-08-10,0.0297,96.043,No Popular,247.6,1,,0
0.8340000000000001,1961,0.303,['Dion'],0.626,162907,0.516,0,5Z3W07qqoJxwDqssONsdeW,0,5,0.14300000000000002,-10.46,1,The Majestic - Remastered 1991,27,1961,0.111,134.612,No Popular,162.907,1,,0
0.588,1977,0.639,['James Taylor'],0.785,263800,0.5589999999999999,0,7qjlSkOiFQHkzZCM9KNoro,0.00163,4,0.125,-9.011,1,Never Die Young,27,1977,0.0295,123.89,No Popular,263.8,1,,0
0.833,1996,0.0716,['Leo Sayer'],0.758,173067,0.55,0,7eu8WlAizBndJ0aOpOyNka,1.4e-5,8,0.0889,-11.776,0,You Make Me Feel Like Dancing - Remastered,48,1996,0.0383,95.686,No Popular,173.067,1,,0
0.462,1987,0.505,['Linda Ronstadt'],0.525,229467,0.263,0,1G2RpIZfWkZB6pRYDQNS6S,1.79e-6,9,0.228,-12.355,1,La Cigarra (The Cicada),42,1987-11-03,0.0412,135.717,No Popular,229.467,1,,0
0.36,2018,0.152,['Kevin Gates'],0.726,202301,0.605,1,3yXFcbGxFn2au5q3pShkAe,0,7,0.642,-5.002,1,Me Too,66,2018-09-28,0.29600000000000004,139.233,No Popular,202.301,1,,0
0.974,1981,0.313,['The Moody Blues'],0.653,249547,0.85,0,7qJySqpQPr0NcZhNlX8BGX,0.0165,10,0.109,-7.5070000000000014,1,Gemini Dream,37,1981-05-15,0.0303,128.839,No Popular,249.547,1,,0
0.373,1962,0.995,"['Robert Schumann', 'Vladimir Horowitz']",0.467,174867,0.0089,0,1AAC58zOWhRn1XBNMlXLzy,0.944,5,0.0742,-37.56,1,"Kinderszenen, Op. 15: No. 7, Träumerei",39,1962,0.056,113.843,No Popular,174.867,2,,1
0.818,2020,0.0112,['Wallows'],0.72,193293,0.625,0,0APAKxMXB7jdDs4kw1l30y,0.0076,7,0.0999,-6.274,1,OK,73,2020-03-20,0.0362,102.006,No Popular,193.293,1,,0
0.399,1964,0.86,['Yves Montand'],0.503,211707,0.218,0,3UbYcqr1QkuLgqnADaxqQJ,0,8,0.172,-14.742,1,C'est si bon,44,1964-01-20,0.0403,109.578,No Popular,211.707,1,,0
0.4320000000000001,1969,0.708,['Joe Cocker'],0.464,284840,0.48,0,0Yw8XI8wOfLa5rTJdX7wVK,0,9,0.1,-9.819,1,Darling Be Home Soon,39,1969-11-01,0.026,88.557,No Popular,284.84,1,,0
0.289,2008,0.015,['Jeezy'],0.249,297987,0.865,1,0tvHt79nOu9xAvd7dRfUGn,0,5,0.102,-6.653,0,Don't You Know,42,2008-01-01,0.193,176.865,No Popular,297.987,1,,0
0.66,1931,0.96,['Ignacio Corsini'],0.726,136040,0.228,0,15SaAt309LBV0n17e5eSnP,5.02e-6,5,0.093,-16.387,1,Griseta - Remasterizado,7,1931-06-25,0.278,68.058,No Popular,136.04,1,,0
0.905,2002,0.389,"['Edgar Joel', 'Anthony Colon']",0.6829999999999999,294027,0.722,0,5qjSPrKTBqYpgVJSTcgKTd,0,8,0.104,-7.5779999999999985,1,Hechizo De Luna,58,2002-12-10,0.0354,160.892,No Popular,294.027,2,,1
0.795,2007,0.14800000000000002,['LCD Soundsystem'],0.701,462267,0.7879999999999999,0,2Ud3deeqLAG988pfW0Kwcl,0.625,2,0.0977,-5.6110000000000015,1,All My Friends,61,2007-03-12,0.0425,142.584,No Popular,462.267,1,,0
0.227,2018,0.826,['SwuM'],0.493,151579,0.441,0,2g6WTGWNYGnRCBaWEzFE00,0.6809999999999999,5,0.122,-8.547,0,スモーク,61,2018-01-31,0.0572,76.001,No Popular,151.579,1,,0
0.403,1960,0.6779999999999999,"['Mel Tormé', 'The Marty Paich Orchestra']",0.446,201267,0.312,0,7xvfZKCsxA6chyPZ4h3Nof,2.060000000000001e-5,3,0.142,-17.016,1,Whatever Lola Wants,19,1960-01-01,0.0587,91.355,No Popular,201.267,2,,1
0.439,1931,0.988,['Dick Justice'],0.599,185940,0.293,0,7ivIp7UN8x4cgeQMFnSQnh,2.82e-4,1,0.126,-11.581,0,Cocaine Blues,1,1931-04-16,0.0402,96.792,No Popular,185.94,1,,0
0.117,1957,0.774,"['Thelonious Monk', 'Sonny Rollins', 'Ernie Henry']",0.528,532560,0.199,0,2b57E9yenQXFSo8qxGEa5O,0.0717,1,0.103,-12.553,1,Pannonica,18,1957,0.0345,113.441,No Popular,532.56,3,,1
0.163,1953,0.8390000000000001,['Stan Kenton'],0.358,197093,0.285,0,10bA1hWBz0Zj3t8EvmjVXG,0.0426,0,0.103,-8.769,1,Sophisticated Lady,6,1953-03-30,0.0272,137.183,No Popular,197.093,1,,0
0.787,1992,0.157,"['Super Cat', 'Trevor Sparks']",0.757,210333,0.589,0,2VjtvfaaZxuKAKyXZmoMlq,0,9,0.104,-8.097999999999999,1,Dolly My Baby,37,1992-05-12,0.238,167.928,No Popular,210.333,2,,1
0.731,1961,0.59,['Bobby Rydell'],0.475,144707,0.831,0,7K5CKprjeXQTbe1tw4eAOh,0,8,0.386,-6.5020000000000016,1,That Old Black Magic,18,1961-01-01,0.318,177.452,No Popular,144.707,1,,0
0.8370000000000001,1946,0.995,['Sajjad Hussain'],0.58,186427,0.29600000000000004,0,3nL4CBFLzneMtLadSxAHFX,2.58e-5,10,0.109,-11.417,1,Dilli Tere Qile Par Honge Nishan,0,1946-01-01,0.104,127.17,No Popular,186.427,1,,0
0.591,2011,0.0063,['Puscifer'],0.5579999999999999,174160,0.835,0,5O7M9Ef0F5orV3UNJ4URNx,0.00415,4,0.116,-4.642,0,Conditions Of My Parole,46,2011-10-18,0.0576,146.58100000000005,No Popular,174.16,1,,0
0.0384,1991,0.378,['Slint'],0.448,530027,0.0954,0,3QkTIg9pFStcRvsC3SA10t,0.517,5,0.0852,-24.127,1,Washer,46,1991-03-15,0.0304,110.625,No Popular,530.027,1,,0
0.821,2006,0.207,['Brian McKnight'],0.6990000000000001,253907,0.4920000000000001,0,1w9HWnbyYAElL3fQJbmxWK,0,5,0.0499,-9.019,0,Find Myself in You,48,2006-12-05,0.312,170.048,No Popular,253.907,1,,0
0.652,1972,0.284,['Todd Rundgren'],0.56,233800,0.392,0,00f5cJ88kjiyCLJebRHgAY,0,9,0.07400000000000001,-13.1,1,It Wouldn't Have Made Any Difference,35,1972,0.0296,172.327,No Popular,233.8,1,,0
0.607,1972,0.161,['Harry Nilsson'],0.563,214173,0.6970000000000001,0,69O3FLsnM3zi5czOZGL70B,0,10,0.0995,-10.383,1,Spaceman,48,1972-07-10,0.0518,81.271,No Popular,214.173,1,,0
0.324,1937,0.946,['Billie Holiday'],0.5539999999999999,180960,0.132,0,3q1i1zA7lautMaqJjcARxZ,2.95e-6,10,0.115,-16.744,1,I Wish I Had You - Take 1,3,1937,0.0477,99.133,No Popular,180.96,1,,0
0.254,1967,0.0313,['The Who'],0.397,284166,0.7070000000000001,0,60XhKk8WC7RALPENkgSfT5,0,9,0.14800000000000002,-9.758,1,I Can See For Miles - Incl. Charles Atlas Commercial,27,1967-12-15,0.0654,131.445,No Popular,284.166,1,,0
0.453,1949,0.992,['Billy Strayhorn'],0.461,233773,0.103,0,0CZLTcerjSZusF8VR2JKTQ,0.91,10,0.177,-20.321,1,Tailspin,0,1949-11-11,0.0531,74.661,No Popular,233.773,1,,0
0.653,1932,0.993,['Ignacio Corsini'],0.59,135720,0.238,0,44aBGYywnD1ME99zX5EMbd,0.0479,3,0.222,-19.987,1,Guitarra Gaucha - Remasterizado,0,1932-06-25,0.0425,119.966,No Popular,135.72,1,,0
0.966,1962,0.607,['The Beach Boys'],0.642,132214,0.813,0,1KP6UI6NPuynMSXaZlFbz9,0,8,0.0714,-4.699,1,Surfin' - Remastered,32,1962-10-01,0.12,142.99200000000005,No Popular,132.214,1,,0
0.5529999999999999,2009,0.508,['Mat Kearney'],0.6409999999999999,217560,0.601,0,09b5vch8cDyMN8vYA2lEwk,9.33e-6,0,0.121,-8.51,1,Closer to Love,48,2009-05-15,0.0337,104.984,No Popular,217.56,1,,0
0.359,2001,0.8,['Dashboard Confessional'],0.462,254800,0.399,0,3rJPNd3AMBsZ0P0rcLR8ey,0,1,0.0991,-8.591000000000001,1,The Best Deceptions,42,2001-03-20,0.0301,171.842,No Popular,254.8,1,,0
0.29600000000000004,1992,0.823,['Neil Young'],0.632,297840,0.179,0,0EAJ0xn42jBzzD9BRJA0I8,0.00219,2,0.105,-17.320999999999998,1,One of These Days,45,1992-11-02,0.0337,114.783,No Popular,297.84,1,,0
0.208,1956,0.94,['Billie Holiday'],0.383,187493,0.181,0,296yzFkGNjaftZFX54qhdz,3.39e-4,10,0.498,-14.23,0,No Good Man,24,1956-01-01,0.0313,70.041,No Popular,187.493,1,,0
0.738,1964,0.696,['Eddie Palmieri'],0.569,248267,0.636,0,7yjeekGmulRCtmOFTAkZcl,4.57e-4,5,0.12,-8.02,0,Mi Corazón Te Llama,17,1964-12-31,0.036,90.082,No Popular,248.267,1,,0
0.112,1961,0.469,['Swiss Music Box'],0.491,152573,0.115,0,5SVTjmUj0XMbtqj4lJ79FE,0.174,10,0.0824,-19.303,1,O HOLY NIGHT,13,1961-09-18,0.038,90.909,No Popular,152.573,1,,0
0.6679999999999999,2014,0.00482,['Saccao'],0.805,364000,0.795,0,182ujZ7Tvx9XoTm12aY8Mr,0.585,7,0.265,-6.312,1,Daylight - Loverdose Remix,0,2014-11-03,0.0583,120.008,No Popular,364,1,,0
0.568,1983,0.19,"['オメガトライブ', 'Kiyotaka Sugiyama']",0.637,199440,0.721,0,0XdwNwmKWdMmSWdsxt8rFS,0,9,0.181,-6.22,1,Paddling To You,28,1983-09-21,0.0305,150.25799999999995,No Popular,199.44,2,,1
0.778,1997,0.981,['Sublime'],0.82,101960,0.35100000000000003,0,1cq7LNd8qVdOQDrG38a34J,8.56e-5,11,0.12,-12.375,1,Trenchtown Rock,44,1997-11-11,0.29,159.955,No Popular,101.96,1,,0
0.563,1947,0.892,['Merle Travis'],0.634,171267,0.0825,0,3I8AIMYj9e2FUh0cPRvYh4,3.55e-5,7,0.14,-15.602,1,I Am A Pilgrim,15,1947,0.0417,128.145,No Popular,171.267,1,,0
0.82,1980,0.339,['Jackson Browne'],0.541,200800,0.855,0,6oO4MqRSMxIDFqX1OQnVAz,1.8e-6,9,0.0821,-7.058,1,Boulevard,41,1980,0.0625,141.142,No Popular,200.8,1,,0
0.855,1930,0.948,['Stratos Pagioumtzis'],0.501,186933,0.365,0,1Me6CArlZsBs30mcuDLrcP,7.77e-5,10,0.104,-9.148,1,Oi sfouggarades,0,1930-01-01,0.0716,204.909,No Popular,186.933,1,,0
0.962,1988,0.616,['The Beatles'],0.653,126413,0.75,0,4VMOdHVfB57lNhSDadhOBc,0,9,0.289,-6.5310000000000015,1,I'll Get You - Remastered 2009,39,1988-03-07,0.0356,125.7,No Popular,126.413,1,,0
0.8420000000000001,2002,0.111,['The Mountain Goats'],0.713,112200,0.821,0,7hdUxFqRnuX6j1xNu6eQ9B,0.0193,4,0.18,-6.566,0,See America Right,39,2002,0.0395,129.792,No Popular,112.2,1,,0
0.507,1982,0.807,['Raffi'],0.682,138427,0.0378,0,0BH0GiMvBIIjY9omG5RMxJ,0,1,0.16699999999999998,-16.239,1,Five Little Ducks,42,1982,0.0774,102.874,No Popular,138.427,1,,0
0.233,1963,0.949,['John Coltrane'],0.426,641693,0.0639,0,1tmS9GlMz65L605SucDUsA,0.718,1,0.102,-19.34,1,Stardust,38,1963-09-01,0.0356,111.767,No Popular,641.693,1,,0
0.763,2016,0.508,['KYLE'],0.56,218371,0.7759999999999999,1,6TKuYqVAYzp9seqxpxKnwf,0,3,0.0994,-6.549,0,Doubt It,55,2016-08-19,0.564,71.248,No Popular,218.371,1,,0
0.561,2007,2.85e-4,['Paramore'],0.467,209747,0.888,0,7tCnwq0Fy85y1tWktmXQ7u,1.65e-6,1,0.146,-3.215,0,Miracle,47,2007-06-11,0.0681,163.014,No Popular,209.747,1,,0
0.777,1999,0.14,['Widespread Panic'],0.484,281640,0.882,0,2tKvbXiqQM7aYhbpEWLbTf,4.68e-6,2,0.124,-4.456,1,Climb to Safety,47,1999-02-05,0.0482,105.059,No Popular,281.64,1,,0
0.0668,1991,0.745,['Nirvana'],0.4270000000000001,232147,0.201,0,75NGpHHp0arqW2bfHCqdd9,0.263,8,0.109,-13.044,1,Something In The Way,32,1991-09-26,0.0317,105.218,No Popular,232.147,1,,0
0.722,1984,0.00192,['R.E.M.'],0.486,194813,0.8320000000000001,0,1Wx9GbtaQfvELps23BIiPt,0.00359,0,0.14800000000000002,-8.04,1,So. Central Rain,38,1984-05-11,0.0296,145.88299999999995,No Popular,194.813,1,,0
0.234,1941,0.977,['Pankaj Mullick'],0.421,200347,0.193,0,4uNxlcj9ZjFakF9CjRWSMD,0.853,0,0.149,-16.462,1,Mahak Rahi Phulwari,0,1941-08-31,0.0494,67.17399999999999,No Popular,200.347,1,,0
0.5529999999999999,1930,0.981,"['Igor Stravinsky', 'The Symphony Orchestra']",0.348,224133,0.303,0,5qPbYk3DE9UWh9dKHcnuqa,0.914,9,0.902,-17.554000000000002,0,Petrushka ‘Ballet Scenes’ Suite: VI The Shrove-tide Fair,0,1930,0.0405,116.82,No Popular,224.133,2,,1
0.247,1963,0.841,['The Platters'],0.375,161240,0.279,0,3M0zQnFBi3FTNGhkMGikGI,1.78e-6,3,0.0825,-10.642,1,I'll Be Home For Christmas,38,1963,0.0268,70.99,No Popular,161.24,1,,0
